59,100,55,0,0,88,75,0,vote
59,100,55,0,0,88,75,0,vote
78,53,56,75,36,100,62,0,vote
78,53,56,75,36,100,62,0,vote
4,8,5,6,3,28,100,0,vote
4,8,5,6,3,28,100,0,vote
88,0,100,0,0,92,92,1,vote
88,0,100,0,0,92,92,1,vote
97,0,0,59,63,100,72,1,vote
97,0,0,59,63,100,72,1,vote
19,20,6,27,16,37,100,1,vote
19,20,6,27,16,37,100,1,vote
30,49,100,24,60,59,78,2,vote
30,49,100,24,60,59,78,2,vote
42,100,71,58,77,73,93,2,vote
42,100,71,58,77,73,93,2,vote
6,4,7,2,6,19,100,2,vote
6,4,7,2,6,19,100,2,vote
50,52,72,0,98,85,100,3,vote
50,52,72,0,98,85,100,3,vote
100,45,24,81,30,54,85,3,vote
100,45,24,81,30,54,85,3,vote
9,9,10,7,6,32,100,3,vote
9,9,10,7,6,32,100,3,vote
42,41,42,42,38,100,97,4,vote
42,41,42,42,38,100,97,4,vote
80,59,73,58,63,82,100,4,vote
80,59,73,58,63,82,100,4,vote
5,6,4,5,5,24,100,4,vote
5,6,4,5,5,24,100,4,vote
66,56,100,52,51,85,69,5,vote
66,56,100,52,51,85,69,5,vote
100,67,54,56,73,99,92,5,vote
100,67,54,56,73,99,92,5,vote
9,12,9,8,6,30,100,5,vote
9,12,9,8,6,30,100,5,vote
42,31,54,40,26,100,90,6,vote
42,31,54,40,26,100,90,6,vote
98,50,54,100,61,40,69,6,vote
98,50,54,100,61,40,69,6,vote
5,9,5,12,8,33,100,6,vote
5,9,5,12,8,33,100,6,vote
48,50,0,0,0,100,0,7,vote
48,50,0,0,0,100,0,7,vote
62,0,0,0,93,100,0,7,vote
62,0,0,0,93,100,0,7,vote
0,0,0,8,10,24,100,7,vote
0,0,0,8,10,24,100,7,vote
52,60,37,43,18,21,100,8,vote
52,60,37,43,18,21,100,8,vote
63,78,47,19,66,100,76,8,vote
63,78,47,19,66,100,76,8,vote
6,6,6,4,7,26,100,8,vote
6,6,6,4,7,26,100,8,vote
82,66,70,49,55,93,100,9,vote
82,66,70,49,55,93,100,9,vote
47,59,47,52,44,67,100,9,vote
47,59,47,52,44,67,100,9,vote
5,6,6,7,9,24,100,9,vote
5,6,6,7,9,24,100,9,vote
73,52,38,62,16,94,100,10,vote
73,52,38,62,16,94,100,10,vote
33,63,53,34,71,81,100,10,vote
33,63,53,34,71,81,100,10,vote
6,4,5,4,7,27,100,10,vote
6,4,5,4,7,27,100,10,vote
50,100,66,35,0,84,68,11,vote
50,100,66,35,0,84,68,11,vote
42,100,50,27,19,46,29,11,vote
42,100,50,27,19,46,29,11,vote
11,10,19,5,3,36,100,11,vote
11,10,19,5,3,36,100,11,vote
0,68,74,93,0,0,100,12,vote
0,68,74,93,0,0,100,12,vote
34,67,71,46,45,100,49,12,vote
34,67,71,46,45,100,49,12,vote
0,3,5,0,4,12,100,12,vote
0,3,5,0,4,12,100,12,vote
75,87,56,48,36,72,100,13,vote
75,87,56,48,36,72,100,13,vote
69,98,62,52,44,87,100,13,vote
69,98,62,52,44,87,100,13,vote
6,4,7,5,5,24,100,13,vote
6,4,7,5,5,24,100,13,vote
56,100,47,0,77,57,56,14,vote
56,100,47,0,77,57,56,14,vote
99,64,78,26,100,79,75,14,vote
99,64,78,26,100,79,75,14,vote
4,3,4,5,5,30,100,14,vote
4,3,4,5,5,30,100,14,vote
58,74,45,42,62,72,100,15,vote
58,74,45,42,62,72,100,15,vote
66,100,70,64,60,42,42,15,vote
66,100,70,64,60,42,42,15,vote
7,6,5,4,7,26,100,15,vote
7,6,5,4,7,26,100,15,vote
66,85,54,0,90,85,100,16,vote
66,85,54,0,90,85,100,16,vote
100,32,23,43,56,74,64,16,vote
100,32,23,43,56,74,64,16,vote
4,3,4,0,5,26,100,16,vote
4,3,4,0,5,26,100,16,vote
49,24,49,55,54,57,100,17,vote
49,24,49,55,54,57,100,17,vote
78,92,70,88,80,52,100,17,vote
78,92,70,88,80,52,100,17,vote
4,4,3,3,6,33,100,17,vote
4,4,3,3,6,33,100,17,vote
16,83,85,41,20,70,100,18,vote
16,83,85,41,20,70,100,18,vote
46,100,63,0,46,61,100,18,vote
46,100,63,0,46,61,100,18,vote
3,7,3,2,6,28,100,18,vote
3,7,3,2,6,28,100,18,vote
27,52,82,38,100,80,66,19,vote
27,52,82,38,100,80,66,19,vote
65,32,82,32,58,44,100,19,vote
65,32,82,32,58,44,100,19,vote
10,10,3,12,9,27,100,19,vote
10,10,3,12,9,27,100,19,vote
74,17,47,87,69,85,100,20,vote
74,17,47,87,69,85,100,20,vote
42,100,34,18,75,55,79,20,vote
42,100,34,18,75,55,79,20,vote
4,6,4,3,3,25,100,20,vote
4,6,4,3,3,25,100,20,vote
76,57,49,71,31,54,100,21,vote
76,57,49,71,31,54,100,21,vote
75,70,57,49,91,88,100,21,vote
75,70,57,49,91,88,100,21,vote
6,5,4,4,5,24,100,21,vote
6,5,4,4,5,24,100,21,vote
29,81,100,74,57,87,78,22,vote
29,81,100,74,57,87,78,22,vote
64,100,63,39,58,74,97,22,vote
64,100,63,39,58,74,97,22,vote
3,4,4,4,6,29,100,22,vote
3,4,4,4,6,29,100,22,vote
51,36,74,39,100,96,77,23,vote
51,36,74,39,100,96,77,23,vote
78,39,66,59,27,100,91,23,vote
78,39,66,59,27,100,91,23,vote
5,5,4,3,8,29,100,23,vote
5,5,4,3,8,29,100,23,vote
64,90,47,63,60,44,100,24,vote
64,90,47,63,60,44,100,24,vote
61,56,45,0,56,100,53,24,vote
61,56,45,0,56,100,53,24,vote
6,3,7,5,7,28,100,24,vote
6,3,7,5,7,28,100,24,vote
18,50,46,52,43,58,100,25,vote
18,50,46,52,43,58,100,25,vote
55,89,34,60,44,83,100,25,vote
55,89,34,60,44,83,100,25,vote
4,7,5,4,8,26,100,25,vote
4,7,5,4,8,26,100,25,vote
36,59,0,100,50,0,36,26,vote
36,59,0,100,50,0,36,26,vote
0,100,0,0,41,49,33,26,vote
0,100,0,0,41,49,33,26,vote
13,14,7,18,0,42,100,26,vote
13,14,7,18,0,42,100,26,vote
29,59,32,61,40,100,45,27,vote
29,59,32,61,40,100,45,27,vote
47,24,100,31,0,22,77,27,vote
47,24,100,31,0,22,77,27,vote
3,11,7,5,6,32,100,27,vote
3,11,7,5,6,32,100,27,vote
35,93,84,43,100,54,70,28,vote
35,93,84,43,100,54,70,28,vote
50,20,51,36,24,100,20,28,vote
50,20,51,36,24,100,20,28,vote
6,4,6,6,6,29,100,28,vote
6,4,6,6,6,29,100,28,vote
100,85,0,0,73,60,59,29,vote
100,85,0,0,73,60,59,29,vote
100,0,40,0,48,63,88,29,vote
100,0,40,0,48,63,88,29,vote
11,0,12,19,15,27,100,29,vote
11,0,12,19,15,27,100,29,vote
100,50,71,40,56,66,72,30,vote
100,50,71,40,56,66,72,30,vote
52,23,74,21,78,91,100,30,vote
52,23,74,21,78,91,100,30,vote
4,5,5,4,8,29,100,30,vote
4,5,5,4,8,29,100,30,vote
65,32,100,0,43,63,63,31,vote
65,32,100,0,43,63,63,31,vote
31,21,100,29,0,40,41,31,vote
31,21,100,29,0,40,41,31,vote
5,4,5,8,7,22,100,31,vote
5,4,5,8,7,22,100,31,vote
80,84,90,96,61,99,100,32,vote
80,84,90,96,61,99,100,32,vote
75,100,69,43,54,93,95,32,vote
75,100,69,43,54,93,95,32,vote
5,4,4,5,7,25,100,32,vote
5,4,4,5,7,25,100,32,vote
67,53,70,31,52,91,100,33,vote
67,53,70,31,52,91,100,33,vote
81,65,81,79,70,74,100,33,vote
81,65,81,79,70,74,100,33,vote
7,8,10,9,5,19,100,33,vote
7,8,10,9,5,19,100,33,vote
0,54,57,0,97,100,46,34,vote
0,54,57,0,97,100,46,34,vote
0,61,100,0,38,28,73,34,vote
0,61,100,0,38,28,73,34,vote
3,5,3,9,8,19,100,34,vote
3,5,3,9,8,19,100,34,vote
60,62,55,0,38,100,82,35,vote
60,62,55,0,38,100,82,35,vote
75,87,59,61,58,75,100,35,vote
75,87,59,61,58,75,100,35,vote
7,5,5,4,5,25,100,35,vote
7,5,5,4,5,25,100,35,vote
82,62,43,47,24,51,100,36,vote
82,62,43,47,24,51,100,36,vote
58,58,100,56,34,76,94,36,vote
58,58,100,56,34,76,94,36,vote
7,4,7,2,4,21,100,36,vote
7,4,7,2,4,21,100,36,vote
95,44,44,33,59,72,100,37,vote
95,44,44,33,59,72,100,37,vote
100,61,49,60,47,89,67,37,vote
100,61,49,60,47,89,67,37,vote
12,4,12,5,6,29,100,37,vote
12,4,12,5,6,29,100,37,vote
67,75,73,19,54,94,100,38,vote
67,75,73,19,54,94,100,38,vote
40,68,58,57,53,89,100,38,vote
40,68,58,57,53,89,100,38,vote
4,3,4,3,5,23,100,38,vote
4,3,4,3,5,23,100,38,vote
100,32,71,0,42,66,67,39,vote
100,32,71,0,42,66,67,39,vote
75,0,42,56,100,38,39,39,vote
75,0,42,56,100,38,39,39,vote
3,7,4,0,12,35,100,39,vote
3,7,4,0,12,35,100,39,vote
75,51,68,0,100,51,88,40,vote
75,51,68,0,100,51,88,40,vote
53,100,58,24,46,26,78,40,vote
53,100,58,24,46,26,78,40,vote
4,8,4,2,5,27,100,40,vote
4,8,4,2,5,27,100,40,vote
51,49,55,0,73,100,98,41,vote
51,49,55,0,73,100,98,41,vote
48,100,0,0,45,32,65,41,vote
48,100,0,0,45,32,65,41,vote
12,13,7,0,0,31,100,41,vote
12,13,7,0,0,31,100,41,vote
86,100,75,31,69,56,84,42,vote
86,100,75,31,69,56,84,42,vote
93,99,73,100,49,63,89,42,vote
93,99,73,100,49,63,89,42,vote
7,7,4,5,5,21,100,42,vote
7,7,4,5,5,21,100,42,vote
31,40,47,33,33,100,96,43,vote
31,40,47,33,33,100,96,43,vote
91,86,82,53,46,100,95,43,vote
91,86,82,53,46,100,95,43,vote
6,7,8,3,5,24,100,43,vote
6,7,8,3,5,24,100,43,vote
23,52,40,100,67,47,81,44,vote
23,52,40,100,67,47,81,44,vote
42,76,67,57,69,41,100,44,vote
42,76,67,57,69,41,100,44,vote
6,6,3,6,11,21,100,44,vote
6,6,3,6,11,21,100,44,vote
67,65,73,0,0,100,63,45,vote
67,65,73,0,0,100,63,45,vote
0,65,0,100,90,66,64,45,vote
0,65,0,100,90,66,64,45,vote
19,19,10,13,12,18,100,45,vote
19,19,10,13,12,18,100,45,vote
47,31,35,47,100,86,58,46,vote
47,31,35,47,100,86,58,46,vote
53,39,44,48,43,53,100,46,vote
53,39,44,48,43,53,100,46,vote
3,4,4,3,6,23,100,46,vote
3,4,4,3,6,23,100,46,vote
69,47,19,100,65,50,58,47,vote
69,47,19,100,65,50,58,47,vote
55,79,75,78,81,52,100,47,vote
55,79,75,78,81,52,100,47,vote
7,8,9,7,10,31,100,47,vote
7,8,9,7,10,31,100,47,vote
93,93,100,0,0,92,91,48,vote
93,93,100,0,0,92,91,48,vote
63,50,36,44,85,100,33,48,vote
63,50,36,44,85,100,33,48,vote
9,5,10,6,0,18,100,48,vote
9,5,10,6,0,18,100,48,vote
60,37,46,16,54,65,100,49,vote
60,37,46,16,54,65,100,49,vote
44,49,43,30,20,76,100,49,vote
44,49,43,30,20,76,100,49,vote
7,7,6,5,4,25,100,49,vote
7,7,6,5,4,25,100,49,vote
100,99,0,0,0,100,0,50,vote
100,99,0,0,0,100,0,50,vote
90,0,100,0,0,0,0,50,vote
90,0,100,0,0,0,0,50,vote
0,0,0,0,21,8,100,50,vote
0,0,0,0,21,8,100,50,vote
