92,0,52,0,0,66,100,0,Voting
100,66,73,66,0,32,93,0,Voting
12,11,12,0,0,27,100,0,Voting
53,100,0,0,0,53,0,1,Voting
71,74,75,0,0,69,100,1,Voting
29,18,19,46,49,19,100,1,Voting
45,39,47,39,93,43,100,2,Voting
63,51,95,39,79,77,100,2,Voting
8,9,9,5,6,27,100,2,Voting
45,90,49,0,78,58,100,3,Voting
53,64,43,86,0,26,100,3,Voting
9,18,34,16,16,44,100,3,Voting
44,46,42,43,40,79,100,4,Voting
59,64,46,48,50,72,100,4,Voting
7,7,8,4,7,22,100,4,Voting
35,70,94,55,53,66,100,5,Voting
96,45,35,60,60,76,100,5,Voting
10,20,15,8,9,37,100,5,Voting
43,41,43,0,0,100,81,6,Voting
73,55,40,55,100,73,71,6,Voting
9,5,11,12,8,51,100,6,Voting
0,0,0,100,0,0,62,7,Voting
0,0,0,0,0,0,100,7,Voting
0,0,0,49,100,23,89,7,Voting
33,32,25,43,42,93,100,8,Voting
68,35,38,25,73,100,74,8,Voting
15,17,9,7,10,34,100,8,Voting
17,28,34,37,33,100,44,9,Voting
61,69,83,57,44,77,100,9,Voting
19,12,20,18,16,33,100,9,Voting
35,52,28,13,20,79,100,10,Voting
35,65,55,67,30,89,100,10,Voting
21,20,26,10,9,44,100,10,Voting
0,76,53,0,0,53,100,11,Voting
30,45,45,28,29,54,100,11,Voting
36,66,36,28,15,51,100,11,Voting
0,65,66,100,98,60,60,12,Voting
100,45,0,0,48,62,51,12,Voting
9,9,9,0,27,41,100,12,Voting
37,51,71,38,51,61,100,13,Voting
75,96,42,60,46,100,85,13,Voting
9,16,9,10,7,34,100,13,Voting
60,29,66,56,0,100,67,14,Voting
63,33,55,0,84,30,100,14,Voting
17,11,10,18,17,50,100,14,Voting
0,46,0,0,100,69,42,15,Voting
100,0,67,85,79,40,73,15,Voting
10,16,18,12,25,33,100,15,Voting
100,0,71,49,96,78,51,16,Voting
68,30,77,41,44,38,100,16,Voting
15,13,11,8,10,38,100,16,Voting
0,100,55,81,76,0,0,17,Voting
100,98,54,0,74,79,61,17,Voting
0,13,7,5,21,21,100,17,Voting
51,0,0,0,79,100,73,18,Voting
31,32,17,100,0,39,77,18,Voting
10,10,12,7,20,35,100,18,Voting
0,100,74,69,0,0,0,19,Voting
0,0,100,0,0,0,85,19,Voting
14,29,10,0,14,19,100,19,Voting
40,77,87,46,44,93,100,20,Voting
43,50,71,29,38,70,100,20,Voting
12,6,13,5,8,30,100,20,Voting
27,26,81,36,53,78,100,21,Voting
14,48,29,28,18,59,100,21,Voting
7,8,10,5,6,35,100,21,Voting
91,30,97,0,100,87,85,22,Voting
100,87,63,48,47,28,80,22,Voting
7,6,7,3,14,37,100,22,Voting
0,93,57,0,44,49,100,23,Voting
63,55,59,0,0,100,96,23,Voting
7,7,8,5,8,34,100,23,Voting
47,86,0,100,65,63,84,24,Voting
36,78,0,100,53,37,71,24,Voting
16,15,7,10,19,21,100,24,Voting
81,39,28,0,58,38,100,25,Voting
83,53,80,63,90,100,88,25,Voting
12,10,13,7,10,36,100,25,Voting
0,0,100,0,0,0,90,26,Voting
0,0,0,0,100,0,53,26,Voting
32,32,71,0,55,52,100,26,Voting
0,0,0,0,0,0,0,27,Voting
51,77,55,100,0,49,71,27,Voting
10,20,23,20,36,36,100,27,Voting
40,39,0,100,51,78,56,28,Voting
42,28,29,38,55,74,100,28,Voting
18,25,29,13,9,31,100,28,Voting
80,77,80,0,100,75,76,29,Voting
0,0,58,75,64,76,100,29,Voting
9,18,11,13,12,49,100,29,Voting
44,52,34,45,100,94,31,30,Voting
47,100,63,75,39,87,91,30,Voting
7,10,10,10,15,28,100,30,Voting
57,0,58,100,0,52,100,31,Voting
33,44,75,59,0,100,64,31,Voting
27,23,25,17,43,22,100,31,Voting
70,47,63,39,19,100,99,32,Voting
46,37,35,35,42,82,100,32,Voting
5,8,9,8,5,31,100,32,Voting
21,88,75,43,42,80,100,33,Voting
36,54,79,36,51,100,84,33,Voting
26,22,25,27,15,34,100,33,Voting
55,52,0,0,0,100,48,34,Voting
0,0,0,100,85,0,43,34,Voting
17,9,10,0,0,37,100,34,Voting
52,72,81,84,67,100,60,35,Voting
51,40,61,56,54,100,74,35,Voting
9,13,13,6,6,36,100,35,Voting
0,0,46,70,0,100,81,36,Voting
69,0,100,0,0,52,69,36,Voting
16,23,26,24,0,39,100,36,Voting
67,65,0,0,100,64,63,37,Voting
95,97,100,0,91,31,74,37,Voting
6,10,24,24,20,27,100,37,Voting
24,45,0,37,35,100,66,38,Voting
56,26,62,34,40,60,100,38,Voting
9,9,8,7,7,33,100,38,Voting
0,97,100,0,0,89,0,39,Voting
0,95,100,0,66,46,0,39,Voting
9,9,10,0,14,50,100,39,Voting
0,53,59,93,86,0,100,40,Voting
58,44,68,80,77,98,100,40,Voting
15,28,18,8,12,49,100,40,Voting
0,100,0,0,0,67,0,41,Voting
0,100,0,75,0,48,46,41,Voting
18,18,22,0,20,22,100,41,Voting
24,48,62,43,72,66,100,42,Voting
44,51,35,39,19,100,75,42,Voting
14,30,3,13,8,42,100,42,Voting
15,24,23,19,29,91,100,43,Voting
86,79,70,67,42,100,79,43,Voting
18,20,22,7,6,27,100,43,Voting
0,0,0,0,57,28,100,44,Voting
0,29,31,0,0,100,27,44,Voting
10,5,17,17,20,16,100,44,Voting
0,100,0,0,0,0,0,45,Voting
76,0,74,87,0,100,74,45,Voting
29,28,0,0,0,60,100,45,Voting
24,53,37,14,29,100,70,46,Voting
55,53,51,46,22,100,73,46,Voting
11,10,10,5,6,32,100,46,Voting
22,42,37,86,100,35,41,47,Voting
34,41,49,45,71,100,85,47,Voting
20,11,12,17,10,29,100,47,Voting
52,52,58,0,0,0,100,48,Voting
0,0,0,0,0,100,96,48,Voting
25,26,29,59,0,94,100,48,Voting
78,62,100,53,75,73,0,49,Voting
66,68,44,0,0,91,100,49,Voting
7,8,13,3,6,32,100,49,Voting
100,0,0,0,0,0,0,50,Voting
100,0,0,0,0,0,0,50,Voting
0,37,77,0,0,0,100,50,Voting
