46,30,58,56,27,75,100,0,vote
68,60,100,18,35,61,63,0,vote
18,17,12,14,10,43,100,0,vote
0,74,81,100,0,76,74,1,vote
67,46,47,65,62,46,100,1,vote
26,18,19,26,0,96,100,1,vote
91,100,86,60,52,72,57,2,vote
80,44,43,52,26,76,100,2,vote
13,12,16,15,9,35,100,2,vote
0,56,90,96,0,100,67,3,vote
84,29,33,100,48,28,81,3,vote
24,11,0,20,18,56,100,3,vote
35,44,39,34,46,100,71,4,vote
67,70,77,69,47,92,100,4,vote
15,16,13,13,15,34,100,4,vote
47,84,51,34,54,93,100,5,vote
52,72,53,39,42,45,100,5,vote
17,26,17,20,22,31,100,5,vote
58,64,42,100,54,70,70,6,vote
23,33,50,13,53,39,100,6,vote
10,18,12,13,16,51,100,6,vote
0,96,100,0,0,97,0,7,vote
28,0,30,100,45,27,16,7,vote
47,59,63,50,0,70,100,7,vote
93,63,80,21,47,66,100,8,vote
65,74,71,40,57,100,99,8,vote
15,21,24,16,23,30,100,8,vote
48,59,68,30,51,99,100,9,vote
81,76,52,80,38,78,100,9,vote
18,20,19,17,22,45,100,9,vote
39,65,95,18,43,100,72,10,vote
50,58,60,32,63,89,100,10,vote
21,23,24,19,23,47,100,10,vote
100,34,35,43,46,35,0,11,vote
100,100,49,64,70,52,100,11,vote
13,23,28,27,0,36,100,11,vote
81,42,44,100,70,78,39,12,vote
28,28,64,100,48,55,64,12,vote
11,11,12,31,33,48,100,12,vote
60,90,35,52,47,64,100,13,vote
71,78,66,32,35,57,100,13,vote
14,17,15,11,9,42,100,13,vote
51,61,90,100,0,36,87,14,vote
72,100,62,68,82,67,99,14,vote
21,18,25,14,24,52,100,14,vote
98,64,28,52,52,76,100,15,vote
100,28,50,36,33,95,83,15,vote
22,35,25,22,16,51,100,15,vote
53,23,72,69,100,63,61,16,vote
100,61,88,0,30,70,87,16,vote
17,20,19,7,20,35,100,16,vote
100,37,59,44,42,77,97,17,vote
88,52,42,89,0,25,100,17,vote
11,16,13,15,8,39,100,17,vote
65,49,73,79,53,100,64,18,vote
63,72,100,67,49,51,38,18,vote
15,20,15,30,10,60,100,18,vote
0,84,100,0,41,87,54,19,vote
86,72,100,56,99,71,60,19,vote
6,0,18,12,42,26,100,19,vote
76,77,43,23,21,100,75,20,vote
43,53,52,61,32,100,57,20,vote
9,25,12,13,17,39,100,20,vote
100,61,38,24,25,49,48,21,vote
50,42,76,43,56,98,100,21,vote
16,15,13,13,14,48,100,21,vote
72,100,67,38,73,95,74,22,vote
60,58,49,61,36,100,48,22,vote
16,17,14,10,17,41,100,22,vote
47,79,65,49,100,99,61,23,vote
52,69,56,42,68,71,100,23,vote
13,11,12,11,14,42,100,23,vote
30,45,44,0,86,99,100,24,vote
31,16,35,100,35,16,49,24,vote
18,24,18,9,8,26,100,24,vote
69,94,100,73,62,80,97,25,vote
37,58,70,56,48,43,100,25,vote
19,17,16,16,16,41,100,25,vote
100,56,87,0,0,0,93,26,vote
40,0,43,61,0,100,74,26,vote
0,15,16,0,31,38,100,26,vote
18,100,50,67,65,56,61,27,vote
28,87,62,0,100,84,98,27,vote
21,20,21,0,10,69,100,27,vote
45,34,24,49,63,57,100,28,vote
89,100,35,30,62,45,100,28,vote
21,22,11,11,20,59,100,28,vote
80,40,46,0,0,42,100,29,vote
89,51,29,37,0,100,54,29,vote
9,18,13,29,9,50,100,29,vote
48,88,52,57,36,100,74,30,vote
74,57,90,30,55,72,100,30,vote
11,15,18,18,16,57,100,30,vote
100,0,54,58,0,32,0,31,vote
28,100,30,46,93,52,67,31,vote
13,16,9,33,27,12,100,31,vote
79,100,63,56,35,89,80,32,vote
63,62,51,47,52,88,100,32,vote
15,13,13,10,17,50,100,32,vote
58,92,67,37,52,71,100,33,vote
48,61,56,69,33,71,100,33,vote
24,32,22,28,27,51,100,33,vote
35,100,38,0,0,36,38,34,vote
97,90,0,0,100,55,63,34,vote
15,11,20,90,25,35,100,34,vote
63,100,51,48,37,55,44,35,vote
67,100,60,52,43,57,97,35,vote
16,20,19,21,22,49,100,35,vote
55,31,69,52,68,100,68,36,vote
61,17,49,29,0,100,43,36,vote
7,10,6,5,25,23,100,36,vote
84,96,99,82,71,76,100,37,vote
99,66,79,100,39,90,46,37,vote
25,17,47,17,30,34,100,37,vote
72,94,46,68,32,100,75,38,vote
78,62,60,43,48,100,87,38,vote
12,11,13,9,20,41,100,38,vote
0,63,100,0,0,0,32,39,vote
84,44,100,0,58,43,40,39,vote
35,24,19,25,16,71,100,39,vote
59,37,100,39,0,69,35,40,vote
72,29,32,34,23,100,69,40,vote
13,19,16,15,20,40,100,40,vote
100,100,82,0,87,71,67,41,vote
67,100,37,0,48,33,41,41,vote
13,37,34,38,22,43,100,41,vote
90,94,62,81,100,45,87,42,vote
41,67,71,67,69,85,100,42,vote
36,32,29,16,12,32,100,42,vote
28,33,42,34,29,100,67,43,vote
72,66,69,53,49,73,100,43,vote
18,19,17,11,15,33,100,43,vote
42,66,36,42,34,100,47,44,vote
59,41,65,82,61,51,100,44,vote
11,20,25,12,18,31,100,44,vote
0,100,0,0,0,0,0,45,vote
0,43,100,0,0,0,24,45,vote
33,63,89,47,41,100,90,45,vote
72,100,47,57,17,82,96,46,vote
74,78,60,86,70,100,99,46,vote
14,16,22,17,21,49,100,46,vote
80,91,85,59,48,100,76,47,vote
35,70,55,24,35,100,88,47,vote
14,16,21,17,21,36,100,47,vote
100,70,78,0,0,69,0,48,vote
59,62,71,0,100,0,36,48,vote
16,37,56,38,36,100,92,48,vote
100,73,88,33,32,58,97,49,vote
50,51,68,23,50,75,100,49,vote
17,15,22,9,26,50,100,49,vote
0,96,0,0,0,100,92,50,vote
52,0,59,0,0,100,48,50,vote
17,0,24,0,0,44,100,50,vote
